country,issue,month,rate
SA,invasive species,2017-12,0.0
SG,invasive species,2017-12,8.0
ZA,invasive species,2017-12,14.0
ES,invasive species,2017-12,17.0
SE,invasive species,2017-12,10.0
CH,invasive species,2017-12,9.0
TT,invasive species,2017-12,0.0
GB,invasive species,2017-12,8.0
US,invasive species,2017-12,38.0
AF,invasive species,2017-12,0.0
AX,invasive species,2017-12,0.0
AL,invasive species,2017-12,0.0
DZ,invasive species,2017-12,11.0
AS,invasive species,2017-12,0.0
AD,invasive species,2017-12,0.0
AO,invasive species,2017-12,0.0
AI,invasive species,2017-12,0.0
AG,invasive species,2017-12,0.0
AR,invasive species,2017-12,2.0
AM,invasive species,2017-12,0.0
AW,invasive species,2017-12,0.0
AT,invasive species,2017-12,0.0
AZ,invasive species,2017-12,0.0
BS,invasive species,2017-12,0.0
BH,invasive species,2017-12,0.0
BB,invasive species,2017-12,0.0
BY,invasive species,2017-12,0.0
BZ,invasive species,2017-12,0.0
BJ,invasive species,2017-12,0.0
BT,invasive species,2017-12,0.0
BO,invasive species,2017-12,0.0
BA,invasive species,2017-12,0.0
BW,invasive species,2017-12,0.0
BV,invasive species,2017-12,0.0
IO,invasive species,2017-12,0.0
VG,invasive species,2017-12,0.0
BN,invasive species,2017-12,0.0
BG,invasive species,2017-12,0.0
BF,invasive species,2017-12,0.0
BI,invasive species,2017-12,0.0
KH,invasive species,2017-12,0.0
CM,invasive species,2017-12,0.0
CV,invasive species,2017-12,0.0
BQ,invasive species,2017-12,0.0
KY,invasive species,2017-12,0.0
CF,invasive species,2017-12,0.0
TD,invasive species,2017-12,0.0
CL,invasive species,2017-12,6.0
CN,invasive species,2017-12,0.0
CX,invasive species,2017-12,0.0
CC,invasive species,2017-12,0.0
KM,invasive species,2017-12,0.0
CG,invasive species,2017-12,0.0
CD,invasive species,2017-12,0.0
CK,invasive species,2017-12,0.0
CR,invasive species,2017-12,0.0
CI,invasive species,2017-12,0.0
HR,invasive species,2017-12,0.0
CU,invasive species,2017-12,0.0
CW,invasive species,2017-12,0.0
CY,invasive species,2017-12,0.0
CZ,invasive species,2017-12,16.0
DJ,invasive species,2017-12,0.0
DM,invasive species,2017-12,0.0
DO,invasive species,2017-12,0.0
EC,invasive species,2017-12,16.0
EG,invasive species,2017-12,0.0
SV,invasive species,2017-12,0.0
GQ,invasive species,2017-12,0.0
ER,invasive species,2017-12,0.0
EE,invasive species,2017-12,0.0
ET,invasive species,2017-12,0.0
FK,invasive species,2017-12,0.0
FO,invasive species,2017-12,0.0
FJ,invasive species,2017-12,0.0
GF,invasive species,2017-12,0.0
PF,invasive species,2017-12,0.0
TF,invasive species,2017-12,0.0
GA,invasive species,2017-12,0.0
GM,invasive species,2017-12,0.0
GE,invasive species,2017-12,0.0
GH,invasive species,2017-12,35.0
GI,invasive species,2017-12,0.0
GR,invasive species,2017-12,0.0
GL,invasive species,2017-12,0.0
GD,invasive species,2017-12,0.0
GP,invasive species,2017-12,0.0
GU,invasive species,2017-12,0.0
GT,invasive species,2017-12,0.0
GG,invasive species,2017-12,0.0
GN,invasive species,2017-12,0.0
GW,invasive species,2017-12,0.0
GY,invasive species,2017-12,0.0
HT,invasive species,2017-12,0.0
HM,invasive species,2017-12,0.0
HN,invasive species,2017-12,0.0
HU,invasive species,2017-12,8.0
IS,invasive species,2017-12,0.0
IR,invasive species,2017-12,4.0
IM,invasive species,2017-12,0.0
IL,invasive species,2017-12,7.0
JM,invasive species,2017-12,0.0
JE,invasive species,2017-12,0.0
JO,invasive species,2017-12,0.0
KZ,invasive species,2017-12,0.0
KE,invasive species,2017-12,10.0
KI,invasive species,2017-12,0.0
XK,invasive species,2017-12,0.0
KW,invasive species,2017-12,0.0
KG,invasive species,2017-12,0.0
LA,invasive species,2017-12,0.0
LB,invasive species,2017-12,0.0
LS,invasive species,2017-12,0.0
LR,invasive species,2017-12,0.0
LY,invasive species,2017-12,0.0
LI,invasive species,2017-12,0.0
LT,invasive species,2017-12,21.0
LU,invasive species,2017-12,0.0
MO,invasive species,2017-12,0.0
MK,invasive species,2017-12,0.0
MG,invasive species,2017-12,0.0
MW,invasive species,2017-12,0.0
MV,invasive species,2017-12,0.0
ML,invasive species,2017-12,0.0
MT,invasive species,2017-12,0.0
MH,invasive species,2017-12,0.0
MQ,invasive species,2017-12,0.0
MR,invasive species,2017-12,0.0
MU,invasive species,2017-12,0.0
YT,invasive species,2017-12,0.0
MX,invasive species,2017-12,6.0
FM,invasive species,2017-12,0.0
MD,invasive species,2017-12,0.0
MC,invasive species,2017-12,0.0
MN,invasive species,2017-12,0.0
ME,invasive species,2017-12,0.0
MS,invasive species,2017-12,0.0
MZ,invasive species,2017-12,0.0
MM,invasive species,2017-12,0.0
NA,invasive species,2017-12,0.0
NR,invasive species,2017-12,0.0
NP,invasive species,2017-12,27.0
NL,invasive species,2017-12,3.0
NC,invasive species,2017-12,0.0
NZ,invasive species,2017-12,13.0
NI,invasive species,2017-12,0.0
NE,invasive species,2017-12,0.0
NG,invasive species,2017-12,5.0
NU,invasive species,2017-12,0.0
NF,invasive species,2017-12,0.0
KP,invasive species,2017-12,0.0
MP,invasive species,2017-12,0.0
NO,invasive species,2017-12,5.0
OM,invasive species,2017-12,0.0
PW,invasive species,2017-12,0.0
PS,invasive species,2017-12,0.0
PA,invasive species,2017-12,0.0
PG,invasive species,2017-12,0.0
PY,invasive species,2017-12,0.0
PN,invasive species,2017-12,0.0
PR,invasive species,2017-12,0.0
QA,invasive species,2017-12,0.0
RE,invasive species,2017-12,0.0
RO,invasive species,2017-12,5.0
RW,invasive species,2017-12,0.0
WS,invasive species,2017-12,0.0
SM,invasive species,2017-12,0.0
ST,invasive species,2017-12,0.0
SN,invasive species,2017-12,0.0
RS,invasive species,2017-12,0.0
SC,invasive species,2017-12,0.0
SL,invasive species,2017-12,0.0
SX,invasive species,2017-12,0.0
SK,invasive species,2017-12,8.0
SI,invasive species,2017-12,18.0
SB,invasive species,2017-12,0.0
SO,invasive species,2017-12,0.0
GS,invasive species,2017-12,0.0
KR,invasive species,2017-12,4.0
SS,invasive species,2017-12,0.0
LK,invasive species,2017-12,19.0
BL,invasive species,2017-12,0.0
SH,invasive species,2017-12,10.0
KN,invasive species,2017-12,0.0
LC,invasive species,2017-12,0.0
MF,invasive species,2017-12,0.0
PM,invasive species,2017-12,0.0
VC,invasive species,2017-12,0.0
SD,invasive species,2017-12,0.0
SR,invasive species,2017-12,0.0
SJ,invasive species,2017-12,0.0
SZ,invasive species,2017-12,0.0
SY,invasive species,2017-12,0.0
TW,invasive species,2017-12,4.0
TJ,invasive species,2017-12,0.0
TZ,invasive species,2017-12,29.0
TH,invasive species,2017-12,2.0
TL,invasive species,2017-12,0.0
TG,invasive species,2017-12,0.0
TK,invasive species,2017-12,0.0
TO,invasive species,2017-12,0.0
TN,invasive species,2017-12,15.0
TR,invasive species,2017-12,1.0
TM,invasive species,2017-12,0.0
TC,invasive species,2017-12,0.0
TV,invasive species,2017-12,0.0
VI,invasive species,2017-12,0.0
UG,invasive species,2017-12,57.0
UA,invasive species,2017-12,0.0
AE,invasive species,2017-12,6.0
UM,invasive species,2017-12,0.0
UY,invasive species,2017-12,0.0
UZ,invasive species,2017-12,0.0
VU,invasive species,2017-12,0.0
VA,invasive species,2017-12,0.0
VE,invasive species,2017-12,4.0
VN,invasive species,2017-12,0.0
WF,invasive species,2017-12,0.0
EH,invasive species,2017-12,0.0
YE,invasive species,2017-12,0.0
ZM,invasive species,2017-12,100.0
ZW,invasive species,2017-12,0.0
BR,keystone species,2017-12,1.0
CA,keystone species,2017-12,8.0
IN,keystone species,2017-12,6.0
MY,keystone species,2017-12,5.0
MX,keystone species,2017-12,1.0
GB,keystone species,2017-12,2.0
US,keystone species,2017-12,19.0
AF,keystone species,2017-12,0.0
AX,keystone species,2017-12,0.0
AL,keystone species,2017-12,0.0
DZ,keystone species,2017-12,0.0
AS,keystone species,2017-12,0.0
AD,keystone species,2017-12,0.0
AO,keystone species,2017-12,0.0
AI,keystone species,2017-12,0.0
AG,keystone species,2017-12,0.0
AR,keystone species,2017-12,1.0
AM,keystone species,2017-12,0.0
AW,keystone species,2017-12,0.0
AU,keystone species,2017-12,2.0
AT,keystone species,2017-12,6.0
AZ,keystone species,2017-12,0.0
BS,keystone species,2017-12,0.0
BH,keystone species,2017-12,0.0
BD,keystone species,2017-12,0.0
BB,keystone species,2017-12,0.0
BY,keystone species,2017-12,0.0
BE,keystone species,2017-12,0.0
BZ,keystone species,2017-12,0.0
BJ,keystone species,2017-12,0.0
BM,keystone species,2017-12,0.0
BT,keystone species,2017-12,0.0
BO,keystone species,2017-12,0.0
BA,keystone species,2017-12,0.0
BW,keystone species,2017-12,0.0
BV,keystone species,2017-12,0.0
IO,keystone species,2017-12,0.0
VG,keystone species,2017-12,0.0
BN,keystone species,2017-12,0.0
BG,keystone species,2017-12,0.0
BF,keystone species,2017-12,0.0
BI,keystone species,2017-12,0.0
KH,keystone species,2017-12,0.0
CM,keystone species,2017-12,0.0
CV,keystone species,2017-12,0.0
BQ,keystone species,2017-12,0.0
KY,keystone species,2017-12,0.0
CF,keystone species,2017-12,0.0
TD,keystone species,2017-12,0.0
CL,keystone species,2017-12,3.0
CN,keystone species,2017-12,0.0
CX,keystone species,2017-12,0.0
CC,keystone species,2017-12,0.0
CO,keystone species,2017-12,0.0
KM,keystone species,2017-12,0.0
CG,keystone species,2017-12,0.0
CD,keystone species,2017-12,0.0
CK,keystone species,2017-12,0.0
CR,keystone species,2017-12,0.0
CI,keystone species,2017-12,0.0
HR,keystone species,2017-12,0.0
CU,keystone species,2017-12,0.0
CW,keystone species,2017-12,0.0
CY,keystone species,2017-12,0.0
CZ,keystone species,2017-12,0.0
DK,keystone species,2017-12,0.0
DJ,keystone species,2017-12,0.0
DM,keystone species,2017-12,0.0
DO,keystone species,2017-12,0.0
EC,keystone species,2017-12,0.0
EG,keystone species,2017-12,0.0
SV,keystone species,2017-12,0.0
GQ,keystone species,2017-12,0.0
ER,keystone species,2017-12,0.0
EE,keystone species,2017-12,0.0
ET,keystone species,2017-12,100.0
FK,keystone species,2017-12,0.0
FO,keystone species,2017-12,0.0
FJ,keystone species,2017-12,0.0
FI,keystone species,2017-12,8.0
FR,keystone species,2017-12,0.0
GF,keystone species,2017-12,0.0
PF,keystone species,2017-12,0.0
TF,keystone species,2017-12,0.0
GA,keystone species,2017-12,0.0
GM,keystone species,2017-12,0.0
GE,keystone species,2017-12,0.0
DE,keystone species,2017-12,1.0
GH,keystone species,2017-12,22.0
GI,keystone species,2017-12,0.0
GR,keystone species,2017-12,0.0
GL,keystone species,2017-12,0.0
GD,keystone species,2017-12,0.0
GP,keystone species,2017-12,0.0
GU,keystone species,2017-12,0.0
GT,keystone species,2017-12,0.0
GG,keystone species,2017-12,0.0
GN,keystone species,2017-12,0.0
GW,keystone species,2017-12,0.0
GY,keystone species,2017-12,0.0
HT,keystone species,2017-12,0.0
HM,keystone species,2017-12,0.0
HN,keystone species,2017-12,0.0
HK,keystone species,2017-12,7.0
HU,keystone species,2017-12,0.0
IS,keystone species,2017-12,0.0
ID,keystone species,2017-12,1.0
IR,keystone species,2017-12,0.0
IQ,keystone species,2017-12,0.0
IE,keystone species,2017-12,5.0
IM,keystone species,2017-12,0.0
IL,keystone species,2017-12,0.0
IT,keystone species,2017-12,0.0
JM,keystone species,2017-12,0.0
JP,keystone species,2017-12,1.0
JE,keystone species,2017-12,0.0
JO,keystone species,2017-12,0.0
KZ,keystone species,2017-12,0.0
KE,keystone species,2017-12,11.0
KI,keystone species,2017-12,0.0
XK,keystone species,2017-12,0.0
KW,keystone species,2017-12,0.0
KG,keystone species,2017-12,0.0
LA,keystone species,2017-12,0.0
LV,keystone species,2017-12,0.0
LB,keystone species,2017-12,0.0
LS,keystone species,2017-12,0.0
LR,keystone species,2017-12,0.0
LY,keystone species,2017-12,0.0
LI,keystone species,2017-12,0.0
LT,keystone species,2017-12,0.0
LU,keystone species,2017-12,0.0
MO,keystone species,2017-12,0.0
MK,keystone species,2017-12,0.0
MG,keystone species,2017-12,0.0
MW,keystone species,2017-12,0.0
MV,keystone species,2017-12,0.0
ML,keystone species,2017-12,0.0
MT,keystone species,2017-12,0.0
MH,keystone species,2017-12,0.0
MQ,keystone species,2017-12,0.0
MR,keystone species,2017-12,0.0
MU,keystone species,2017-12,0.0
YT,keystone species,2017-12,0.0
FM,keystone species,2017-12,0.0
MD,keystone species,2017-12,0.0
MC,keystone species,2017-12,0.0
MN,keystone species,2017-12,0.0
ME,keystone species,2017-12,0.0
MS,keystone species,2017-12,0.0
MA,keystone species,2017-12,0.0
MZ,keystone species,2017-12,0.0
MM,keystone species,2017-12,0.0
NA,keystone species,2017-12,0.0
NR,keystone species,2017-12,0.0
NP,keystone species,2017-12,0.0
NL,keystone species,2017-12,0.0
NC,keystone species,2017-12,0.0
NZ,keystone species,2017-12,6.0
NI,keystone species,2017-12,0.0
NE,keystone species,2017-12,0.0
NG,keystone species,2017-12,0.0
NU,keystone species,2017-12,0.0
NF,keystone species,2017-12,0.0
KP,keystone species,2017-12,0.0
MP,keystone species,2017-12,0.0
NO,keystone species,2017-12,0.0
OM,keystone species,2017-12,0.0
PK,keystone species,2017-12,3.0
PW,keystone species,2017-12,0.0
PS,keystone species,2017-12,0.0
PA,keystone species,2017-12,0.0
PG,keystone species,2017-12,0.0
PY,keystone species,2017-12,0.0
PE,keystone species,2017-12,5.0
PH,keystone species,2017-12,6.0
PN,keystone species,2017-12,0.0
PL,keystone species,2017-12,3.0
PT,keystone species,2017-12,0.0
PR,keystone species,2017-12,0.0
QA,keystone species,2017-12,0.0
RE,keystone species,2017-12,0.0
RO,keystone species,2017-12,0.0
RU,keystone species,2017-12,0.0
RW,keystone species,2017-12,0.0
WS,keystone species,2017-12,0.0
SM,keystone species,2017-12,0.0
ST,keystone species,2017-12,0.0
SA,keystone species,2017-12,0.0
SN,keystone species,2017-12,0.0
RS,keystone species,2017-12,0.0
SC,keystone species,2017-12,0.0
SL,keystone species,2017-12,0.0
SG,keystone species,2017-12,0.0
SX,keystone species,2017-12,0.0
SK,keystone species,2017-12,0.0
SI,keystone species,2017-12,0.0
SB,keystone species,2017-12,0.0
SO,keystone species,2017-12,0.0
ZA,keystone species,2017-12,0.0
GS,keystone species,2017-12,0.0
KR,keystone species,2017-12,5.0
SS,keystone species,2017-12,0.0
ES,keystone species,2017-12,1.0
LK,keystone species,2017-12,0.0
BL,keystone species,2017-12,0.0
SH,keystone species,2017-12,0.0
KN,keystone species,2017-12,0.0
LC,keystone species,2017-12,0.0
MF,keystone species,2017-12,0.0
PM,keystone species,2017-12,0.0
VC,keystone species,2017-12,0.0
SD,keystone species,2017-12,0.0
SR,keystone species,2017-12,0.0
SJ,keystone species,2017-12,0.0
SZ,keystone species,2017-12,0.0
SE,keystone species,2017-12,6.0
CH,keystone species,2017-12,0.0
SY,keystone species,2017-12,0.0
TW,keystone species,2017-12,2.0
TJ,keystone species,2017-12,0.0
TZ,keystone species,2017-12,24.0
TH,keystone species,2017-12,5.0
TL,keystone species,2017-12,0.0
TG,keystone species,2017-12,0.0
TK,keystone species,2017-12,0.0
TO,keystone species,2017-12,0.0
TT,keystone species,2017-12,0.0
TN,keystone species,2017-12,0.0
TR,keystone species,2017-12,2.0
TM,keystone species,2017-12,0.0
TC,keystone species,2017-12,0.0
TV,keystone species,2017-12,0.0
VI,keystone species,2017-12,0.0
UG,keystone species,2017-12,0.0
UA,keystone species,2017-12,0.0
AE,keystone species,2017-12,6.0
UM,keystone species,2017-12,0.0
UY,keystone species,2017-12,0.0
UZ,keystone species,2017-12,0.0
VU,keystone species,2017-12,0.0
VA,keystone species,2017-12,0.0
VE,keystone species,2017-12,0.0
VN,keystone species,2017-12,1.0
WF,keystone species,2017-12,0.0
EH,keystone species,2017-12,0.0
YE,keystone species,2017-12,0.0
ZM,keystone species,2017-12,0.0
ZW,keystone species,2017-12,0.0
DK,natural capital,2017-12,12.0
EC,natural capital,2017-12,18.0
IN,natural capital,2017-12,4.0
JP,natural capital,2017-12,4.0
ES,natural capital,2017-12,2.0
GB,natural capital,2017-12,16.0
US,natural capital,2017-12,7.0
AF,natural capital,2017-12,0.0
AX,natural capital,2017-12,0.0
AL,natural capital,2017-12,0.0
DZ,natural capital,2017-12,0.0
AS,natural capital,2017-12,0.0
AD,natural capital,2017-12,0.0
AO,natural capital,2017-12,0.0
AI,natural capital,2017-12,0.0
AG,natural capital,2017-12,0.0
AR,natural capital,2017-12,4.0
AM,natural capital,2017-12,0.0
AW,natural capital,2017-12,0.0
AU,natural capital,2017-12,9.0
AT,natural capital,2017-12,0.0
AZ,natural capital,2017-12,0.0
BS,natural capital,2017-12,0.0
BH,natural capital,2017-12,0.0
BD,natural capital,2017-12,0.0
BB,natural capital,2017-12,0.0
BY,natural capital,2017-12,0.0
BE,natural capital,2017-12,20.0
BZ,natural capital,2017-12,0.0
BJ,natural capital,2017-12,0.0
BM,natural capital,2017-12,0.0
BT,natural capital,2017-12,0.0
BO,natural capital,2017-12,0.0
BA,natural capital,2017-12,0.0
BW,natural capital,2017-12,0.0
BV,natural capital,2017-12,0.0
BR,natural capital,2017-12,4.0
IO,natural capital,2017-12,0.0
VG,natural capital,2017-12,0.0
BN,natural capital,2017-12,0.0
BG,natural capital,2017-12,0.0
BF,natural capital,2017-12,0.0
BI,natural capital,2017-12,0.0
KH,natural capital,2017-12,0.0
CM,natural capital,2017-12,0.0
CA,natural capital,2017-12,6.0
CV,natural capital,2017-12,0.0
BQ,natural capital,2017-12,0.0
KY,natural capital,2017-12,0.0
CF,natural capital,2017-12,0.0
TD,natural capital,2017-12,0.0
CL,natural capital,2017-12,0.0
CN,natural capital,2017-12,100.0
CX,natural capital,2017-12,0.0
CC,natural capital,2017-12,0.0
CO,natural capital,2017-12,21.0
KM,natural capital,2017-12,0.0
CG,natural capital,2017-12,0.0
CD,natural capital,2017-12,0.0
CK,natural capital,2017-12,0.0
CR,natural capital,2017-12,0.0
CI,natural capital,2017-12,0.0
HR,natural capital,2017-12,0.0
CU,natural capital,2017-12,0.0
CW,natural capital,2017-12,0.0
CY,natural capital,2017-12,0.0
CZ,natural capital,2017-12,0.0
DJ,natural capital,2017-12,0.0
DM,natural capital,2017-12,0.0
DO,natural capital,2017-12,0.0
EG,natural capital,2017-12,0.0
SV,natural capital,2017-12,0.0
GQ,natural capital,2017-12,0.0
ER,natural capital,2017-12,0.0
EE,natural capital,2017-12,0.0
ET,natural capital,2017-12,0.0
FK,natural capital,2017-12,0.0
FO,natural capital,2017-12,0.0
FJ,natural capital,2017-12,0.0
FI,natural capital,2017-12,0.0
FR,natural capital,2017-12,8.0
GF,natural capital,2017-12,0.0
PF,natural capital,2017-12,0.0
TF,natural capital,2017-12,0.0
GA,natural capital,2017-12,0.0
GM,natural capital,2017-12,0.0
GE,natural capital,2017-12,0.0
DE,natural capital,2017-12,4.0
GH,natural capital,2017-12,0.0
GI,natural capital,2017-12,0.0
GR,natural capital,2017-12,0.0
GL,natural capital,2017-12,0.0
GD,natural capital,2017-12,0.0
GP,natural capital,2017-12,0.0
GU,natural capital,2017-12,0.0
GT,natural capital,2017-12,0.0
GG,natural capital,2017-12,0.0
GN,natural capital,2017-12,0.0
GW,natural capital,2017-12,0.0
GY,natural capital,2017-12,0.0
HT,natural capital,2017-12,0.0
HM,natural capital,2017-12,0.0
HN,natural capital,2017-12,0.0
HK,natural capital,2017-12,0.0
HU,natural capital,2017-12,0.0
IS,natural capital,2017-12,0.0
ID,natural capital,2017-12,3.0
IR,natural capital,2017-12,0.0
IQ,natural capital,2017-12,0.0
IE,natural capital,2017-12,19.0
IM,natural capital,2017-12,0.0
IL,natural capital,2017-12,0.0
IT,natural capital,2017-12,3.0
JM,natural capital,2017-12,0.0
JE,natural capital,2017-12,0.0
JO,natural capital,2017-12,0.0
KZ,natural capital,2017-12,0.0
KE,natural capital,2017-12,0.0
KI,natural capital,2017-12,0.0
XK,natural capital,2017-12,0.0
KW,natural capital,2017-12,0.0
KG,natural capital,2017-12,0.0
LA,natural capital,2017-12,0.0
LV,natural capital,2017-12,0.0
LB,natural capital,2017-12,0.0
LS,natural capital,2017-12,0.0
LR,natural capital,2017-12,0.0
LY,natural capital,2017-12,0.0
LI,natural capital,2017-12,0.0
LT,natural capital,2017-12,0.0
LU,natural capital,2017-12,0.0
MO,natural capital,2017-12,0.0
MK,natural capital,2017-12,0.0
MG,natural capital,2017-12,0.0
MW,natural capital,2017-12,0.0
MY,natural capital,2017-12,0.0
MV,natural capital,2017-12,0.0
ML,natural capital,2017-12,0.0
MT,natural capital,2017-12,0.0
MH,natural capital,2017-12,0.0
MQ,natural capital,2017-12,0.0
MR,natural capital,2017-12,0.0
MU,natural capital,2017-12,0.0
YT,natural capital,2017-12,0.0
MX,natural capital,2017-12,8.0
FM,natural capital,2017-12,0.0
MD,natural capital,2017-12,0.0
MC,natural capital,2017-12,0.0
MN,natural capital,2017-12,0.0
ME,natural capital,2017-12,0.0
MS,natural capital,2017-12,0.0
MA,natural capital,2017-12,0.0
MZ,natural capital,2017-12,0.0
MM,natural capital,2017-12,0.0
NA,natural capital,2017-12,0.0
NR,natural capital,2017-12,0.0
NP,natural capital,2017-12,0.0
NL,natural capital,2017-12,12.0
NC,natural capital,2017-12,0.0
NZ,natural capital,2017-12,19.0
NI,natural capital,2017-12,0.0
NE,natural capital,2017-12,0.0
NG,natural capital,2017-12,0.0
NU,natural capital,2017-12,0.0
NF,natural capital,2017-12,0.0
KP,natural capital,2017-12,0.0
MP,natural capital,2017-12,0.0
NO,natural capital,2017-12,14.0
OM,natural capital,2017-12,0.0
PK,natural capital,2017-12,0.0
PW,natural capital,2017-12,0.0
PS,natural capital,2017-12,0.0
PA,natural capital,2017-12,0.0
PG,natural capital,2017-12,0.0
PY,natural capital,2017-12,0.0
PE,natural capital,2017-12,9.0
PH,natural capital,2017-12,9.0
PN,natural capital,2017-12,0.0
PL,natural capital,2017-12,0.0
PT,natural capital,2017-12,0.0
PR,natural capital,2017-12,0.0
QA,natural capital,2017-12,0.0
RE,natural capital,2017-12,0.0
RO,natural capital,2017-12,0.0
RU,natural capital,2017-12,3.0
RW,natural capital,2017-12,0.0
WS,natural capital,2017-12,0.0
SM,natural capital,2017-12,0.0
ST,natural capital,2017-12,0.0
SA,natural capital,2017-12,0.0
SN,natural capital,2017-12,0.0
RS,natural capital,2017-12,0.0
SC,natural capital,2017-12,0.0
SL,natural capital,2017-12,0.0
SG,natural capital,2017-12,0.0
SX,natural capital,2017-12,0.0
SK,natural capital,2017-12,0.0
SI,natural capital,2017-12,0.0
SB,natural capital,2017-12,0.0
SO,natural capital,2017-12,0.0
ZA,natural capital,2017-12,9.0
GS,natural capital,2017-12,0.0
KR,natural capital,2017-12,0.0
SS,natural capital,2017-12,0.0
LK,natural capital,2017-12,0.0
BL,natural capital,2017-12,0.0
SH,natural capital,2017-12,0.0
KN,natural capital,2017-12,0.0
LC,natural capital,2017-12,0.0
MF,natural capital,2017-12,0.0
PM,natural capital,2017-12,0.0
VC,natural capital,2017-12,0.0
SD,natural capital,2017-12,0.0
SR,natural capital,2017-12,0.0
SJ,natural capital,2017-12,0.0
SZ,natural capital,2017-12,0.0
SE,natural capital,2017-12,7.0
CH,natural capital,2017-12,21.0
SY,natural capital,2017-12,0.0
TW,natural capital,2017-12,11.0
TJ,natural capital,2017-12,0.0
TZ,natural capital,2017-12,99.0
TH,natural capital,2017-12,5.0
TL,natural capital,2017-12,0.0
TG,natural capital,2017-12,0.0
TK,natural capital,2017-12,0.0
TO,natural capital,2017-12,0.0
TT,natural capital,2017-12,0.0
TN,natural capital,2017-12,0.0
TR,natural capital,2017-12,0.0
TM,natural capital,2017-12,0.0
TC,natural capital,2017-12,0.0
TV,natural capital,2017-12,0.0
VI,natural capital,2017-12,0.0
UG,natural capital,2017-12,0.0
UA,natural capital,2017-12,0.0
AE,natural capital,2017-12,15.0
UM,natural capital,2017-12,0.0
UY,natural capital,2017-12,0.0
UZ,natural capital,2017-12,0.0
VU,natural capital,2017-12,0.0
VA,natural capital,2017-12,0.0
VE,natural capital,2017-12,0.0
VN,natural capital,2017-12,0.0
WF,natural capital,2017-12,0.0
EH,natural capital,2017-12,0.0
YE,natural capital,2017-12,0.0
ZM,natural capital,2017-12,0.0
ZW,natural capital,2017-12,0.0
AR,ocean acidification,2017-12,12.0
BR,ocean acidification,2017-12,6.0
CN,ocean acidification,2017-12,0.0
FR,ocean acidification,2017-12,14.0
DE,ocean acidification,2017-12,6.0
HK,ocean acidification,2017-12,47.0
IN,ocean acidification,2017-12,9.0
IT,ocean acidification,2017-12,8.0
JP,ocean acidification,2017-12,7.0
MX,ocean acidification,2017-12,11.0
NZ,ocean acidification,2017-12,13.0
NO,ocean acidification,2017-12,32.0
PA,ocean acidification,2017-12,46.0
PL,ocean acidification,2017-12,4.0
ES,ocean acidification,2017-12,14.0
GB,ocean acidification,2017-12,11.0
US,ocean acidification,2017-12,34.0
VN,ocean acidification,2017-12,5.0
AF,ocean acidification,2017-12,0.0
AX,ocean acidification,2017-12,0.0
AL,ocean acidification,2017-12,0.0
DZ,ocean acidification,2017-12,22.0
AS,ocean acidification,2017-12,0.0
AD,ocean acidification,2017-12,0.0
AO,ocean acidification,2017-12,0.0
AI,ocean acidification,2017-12,0.0
AG,ocean acidification,2017-12,0.0
AM,ocean acidification,2017-12,0.0
AW,ocean acidification,2017-12,0.0
AU,ocean acidification,2017-12,8.0
AT,ocean acidification,2017-12,7.0
AZ,ocean acidification,2017-12,0.0
BS,ocean acidification,2017-12,0.0
BH,ocean acidification,2017-12,0.0
BD,ocean acidification,2017-12,24.0
BB,ocean acidification,2017-12,0.0
BY,ocean acidification,2017-12,0.0
BE,ocean acidification,2017-12,6.0
BZ,ocean acidification,2017-12,0.0
BJ,ocean acidification,2017-12,0.0
BM,ocean acidification,2017-12,0.0
BT,ocean acidification,2017-12,0.0
BO,ocean acidification,2017-12,51.0
BA,ocean acidification,2017-12,0.0
BW,ocean acidification,2017-12,0.0
BV,ocean acidification,2017-12,0.0
IO,ocean acidification,2017-12,0.0
VG,ocean acidification,2017-12,0.0
BN,ocean acidification,2017-12,0.0
BG,ocean acidification,2017-12,0.0
BF,ocean acidification,2017-12,0.0
BI,ocean acidification,2017-12,0.0
KH,ocean acidification,2017-12,0.0
CM,ocean acidification,2017-12,0.0
CA,ocean acidification,2017-12,31.0
CV,ocean acidification,2017-12,0.0
BQ,ocean acidification,2017-12,0.0
KY,ocean acidification,2017-12,0.0
CF,ocean acidification,2017-12,0.0
TD,ocean acidification,2017-12,0.0
CL,ocean acidification,2017-12,18.0
CX,ocean acidification,2017-12,0.0
CC,ocean acidification,2017-12,0.0
CO,ocean acidification,2017-12,10.0
KM,ocean acidification,2017-12,0.0
CG,ocean acidification,2017-12,0.0
CD,ocean acidification,2017-12,0.0
CK,ocean acidification,2017-12,0.0
CR,ocean acidification,2017-12,29.0
CI,ocean acidification,2017-12,0.0
HR,ocean acidification,2017-12,0.0
CU,ocean acidification,2017-12,0.0
CW,ocean acidification,2017-12,0.0
CY,ocean acidification,2017-12,0.0
CZ,ocean acidification,2017-12,9.0
DK,ocean acidification,2017-12,12.0
DJ,ocean acidification,2017-12,0.0
DM,ocean acidification,2017-12,0.0
DO,ocean acidification,2017-12,0.0
EC,ocean acidification,2017-12,35.0
EG,ocean acidification,2017-12,10.0
SV,ocean acidification,2017-12,51.0
GQ,ocean acidification,2017-12,0.0
ER,ocean acidification,2017-12,0.0
EE,ocean acidification,2017-12,0.0
ET,ocean acidification,2017-12,0.0
FK,ocean acidification,2017-12,0.0
FO,ocean acidification,2017-12,0.0
